trip_id,start_date,timestamp_unix,timestamp,route_short_name,direction_id,schedule_relationship,last_stop,stop_name,stop_id,arrival_time,arrival_delay,departure_time,departure_delay
14010000708099158,20260413,1776056359,2026-04-13T06:59:19+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Norrtälje busstation,9022001060050007,1776055550,-130,1776055698,18
14010000708099158,20260413,1776056359,2026-04-13T06:59:19+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Gustavslund,9022001062573002,1776055891,28,1776055945,82
14010000708099158,20260413,1776056359,2026-04-13T06:59:19+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Campus Roslagen,9022001064146003,1776056044,4,1776056125,85
14010000708099158,20260413,1776058277,2026-04-13T07:31:17+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Brottby trafikplats,9022001062263002,1776057718,118,1776057754,154
14010000708099158,20260413,1776058596,2026-04-13T07:36:36+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Arninge station,9022001061060009,1776058385,-28,1776058431,18
14010000708099158,20260413,1776059562,2026-04-13T07:52:42+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Danderyds sjukhus,9022001050366002,1776059396,236,1776059396,236
14010000708103134,20260413,1776060841,2026-04-13T08:14:01+02:00,676X,1,SCHEDULED,Norrtälje busstation,Arninge station,9022001061060011,1776060539,96,1776060557,114
14010000708103134,20260413,1776060841,2026-04-13T08:14:01+02:00,676X,1,SCHEDULED,Norrtälje busstation,Danderyds sjukhus,9022001050366003,1776059538,-342,1776059888,8
14010000708103134,20260413,1776061481,2026-04-13T08:24:41+02:00,676X,1,SCHEDULED,Norrtälje busstation,Brottby trafikplats,9022001062263001,1776061176,36,1776061176,36
14010000708103134,20260413,1776063082,2026-04-13T08:51:22+02:00,676X,1,SCHEDULED,Norrtälje busstation,Campus Roslagen,9022001064146001,1776062767,67,1776062798,98
14010000708103134,20260413,1776063402,2026-04-13T08:56:42+02:00,676X,1,SCHEDULED,Norrtälje busstation,Gustavslund,9022001062573001,1776062895,7,1776062920,32
14010000708103134,20260413,1776063402,2026-04-13T08:56:42+02:00,676X,1,SCHEDULED,Norrtälje busstation,Norrtälje busstation,9022001060050013,1776063080,-100,1776063080,-100
14010000708099158,20260415,1776229040,2026-04-15T06:57:20+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Arninge station,9022001061060009,1776230978,-235,1776231012,-201
14010000708099158,20260415,1776229040,2026-04-15T06:57:20+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Norrtälje busstation,9022001060050007,1776228268,-212,1776228502,22
14010000708099158,20260415,1776229040,2026-04-15T06:57:20+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Gustavslund,9022001062573002,1776228653,-10,1776228700,37
14010000708099158,20260415,1776229040,2026-04-15T06:57:20+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Campus Roslagen,9022001064146003,1776228807,-33,1776228916,76
14010000708099158,20260415,1776229040,2026-04-15T06:57:20+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Brottby trafikplats,9022001062263002,1776230402,2,1776230429,29
14010000708098821,20260415,1776229190,2026-04-15T06:59:50+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Danderyds sjukhus,9022001050366002,1776231360,0,1776231360,0
14010000708098821,20260415,1776229190,2026-04-15T06:59:50+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Arninge station,9022001061060009,1776230613,0,1776230613,0
14010000708098821,20260415,1776229190,2026-04-15T06:59:50+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Brottby trafikplats,9022001062263002,1776229800,0,1776229800,0
14010000708100029,20260415,1776229883,2026-04-15T07:11:23+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Norrtälje busstation,9022001060050007,1776228541,-599,1776229213,73
14010000708100029,20260415,1776229883,2026-04-15T07:11:23+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Gustavslund,9022001062573002,1776229360,37,1776229401,78
14010000708100029,20260415,1776230096,2026-04-15T07:14:56+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Campus Roslagen,9022001064146003,1776229510,10,1776229583,83
14010000708100029,20260415,1776231581,2026-04-15T07:39:41+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Brottby trafikplats,9022001062263002,1776231089,29.0,1776231109,49.0
14010000708099158,20260415,1776232317,2026-04-15T07:51:57+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Danderyds sjukhus,9022001050366002,1776231869,-91,1776231869,-91
14010000708100029,20260415,1776232369,2026-04-15T07:52:49+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Arninge station,9022001061060009,1776231751,-122,1776231785,-88
14010000708102288,20260415,1776232641,2026-04-15T07:57:21+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Brottby trafikplats,9022001062263002,1776233580,0,1776233580,0
14010000708102288,20260415,1776232641,2026-04-15T07:57:21+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Campus Roslagen,9022001064146003,1776232026,6,1776232148,128
14010000708102288,20260415,1776232641,2026-04-15T07:57:21+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Danderyds sjukhus,9022001050366002,1776235140,0,1776235140,0
14010000708102288,20260415,1776232641,2026-04-15T07:57:21+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Arninge station,9022001061060009,1776234393,0,1776234393,0
14010000708100029,20260415,1776232842,2026-04-15T08:00:42+02:00,676X,0,SCHEDULED,Danderyds sjukhus,Danderyds sjukhus,9022001050366002,1776232722,102,1776232722,102
14010000708101746,20260415,1776234080,2026-04-15T08:21:20+02:00,676X,1,SCHEDULED,Norrtälje busstation,Gustavslund,9022001062573001,1776233888,0,1776233888,0
14010000708101746,20260415,1776234080,2026-04-15T08:21:20+02:00,676X,1,SCHEDULED,Norrtälje busstation,Campus Roslagen,9022001064146001,1776233735,35,1776233771,71
14010000708101746,20260415,1776234080,2026-04-15T08:21:20+02:00,676X,1,SCHEDULED,Norrtälje busstation,Norrtälje busstation,9022001060050013,1776233950,-230,1776233950,-230
